source_model	table	field	ordinal	description_cn
CoA_Chongqin_2015	AC_SYS	AC_SYS_ID	1	ID
CoA_Chongqin_2015	AC_SYS	NAME	2	名字
CoA_Chongqin_2015	AC_SYS	OF_STOREY	3	所属楼层
CoA_Chongqin_2015	AC_SYS	OF_BUILDING	4	所属建筑(方便结果浏览程序)
CoA_Chongqin_2015	AC_SYS	SUPPLY_T_MIN	5	最小送风温度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID
CoA_Chongqin_2015	AC_SYS	SUPPLY_T_MAX	6	最大送风温度ID， 对应SCHEDULE_YEAR中的SCHEDULE_ID
CoA_Chongqin_2015	AC_SYS	WATER_TYPE	7	0无水管，1 只有热水（两管制），2 只有冷水（两管制），3 冷热水（四管制）， 4 两管制（冷热切换）
CoA_Chongqin_2015	AC_SYS	AC_SYS_TYPE	8	0 全空气定风量， 1 全空气变风量，2 风机盘管，3 独立空调,4 干式风机盘管,5 独立除湿新风机组,6 变制冷剂流量空调系统
CoA_Chongqin_2015	AC_SYS	FRESH_AIR_TYPE	9	0 定新风比（用最小新风比），1：以新风比范围限制新风 2：定新风量(此时用最小新风量），3：以新风量范围定限制新风
CoA_Chongqin_2015	AC_SYS	MIN_FRESH_AIR_RATIO	10	最小新风比
CoA_Chongqin_2015	AC_SYS	MAX_FRESH_AIR_RATIO	11	最大新风比
CoA_Chongqin_2015	AC_SYS	MIN_FRESH_AIR_VOLUME	12	最小新风量
CoA_Chongqin_2015	AC_SYS	MAX_FRESH_AIR_VOLUME	13	最大新风量
CoA_Chongqin_2015	AC_SYS	SUPPLY_STATE_FLAG	14	变送风状态标志.0: dest Decide; 1:user defined
CoA_Chongqin_2015	AC_SYS	USER_DEF_SUPPLY_T	15	用户自定义的逐时的送风温度，对应SCHEDULE_YEAR表中一个SCHEDULE
CoA_Chongqin_2015	AC_SYS	USER_DEF_SUPPLY_D	16	用户自定义的逐时的送风含湿量，对应SCHEDULE_YEAR表中一个SCHEDULE
CoA_Chongqin_2015	AC_SYS	FRESH_AIR_OUTSIDE	17	对应OUSIDE表中的一条记录，新风来源
CoA_Chongqin_2015	AC_SYS	VIEW_COOL_LOAD	18	结果浏览界面的选项，是否显示此曲线
CoA_Chongqin_2015	AC_SYS	VIEW_HEAT_LOAD	19	结果浏览界面的选项，是否显示此曲线
CoA_Chongqin_2015	AC_SYS	VIEW_HUMI_LOAD	20	结果浏览界面的选项，是否显示此曲线
CoA_Chongqin_2015	AC_SYS	VIEW_FLOW	21	结果浏览界面的选项，是否显示此曲线
CoA_Chongqin_2015	AC_SYS	VIEW_FRESH_AIR_RATIO	22	结果浏览界面的选项，是否显示此曲线
CoA_Chongqin_2015	AC_SYS	X	23	图中DNAHU插入点的X坐标
CoA_Chongqin_2015	AC_SYS	Y	24	图中DNAHU插入点的Y坐标
CoA_Chongqin_2015	AC_SYS	Z	25	图中DNAHU插入点的Z坐标
CoA_Chongqin_2015	AC_SYS	EXT_PROPERTY	26	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	AHU	AHU_ID	1	ID
CoA_Chongqin_2015	AHU	NAME	2	名字
CoA_Chongqin_2015	AHU	OF_AC_SYS	3	所属系统的ID
CoA_Chongqin_2015	AHU	TYPE	4	类型（待定)
CoA_Chongqin_2015	AHU	COOLING_COIL	5	为0表示没有这个设备，不为0时表示有这一设备，为正时则为从设备数据库中选择的设备的ID，为负时表示这一设备未被选择。
CoA_Chongqin_2015	AHU	COIL_TYPE	6	0：一般表冷盘管，1：带旁通的表冷盘管
CoA_Chongqin_2015	AHU	COIL_NUM	7	盘管并排排数
CoA_Chongqin_2015	AHU	SPRAYER	8	和COOLING_COIL不能同时存在于同一个AHU中。为0表示没有这个设备，不为0时表示有这一设备，为正时则为从设备数据库中选择的设备的ID，为负时表示这一设备未被选择。
CoA_Chongqin_2015	AHU	HEATER	9	为0表示没有这个设备，不为0时表示有这一设备，为正时则为从设备数据库中选择的设备的ID，为负时表示这一设备未被选择。
CoA_Chongqin_2015	AHU	HUMIDIFIER	10	为0表示没有这个设备，1－蒸气加湿，2－电加湿，3－喷水加湿
CoA_Chongqin_2015	AHU	REHEAT_TYPE	11	是否允许再热,0－没有设备，1－电加热，2－热水盘管
CoA_Chongqin_2015	AHU	HEAT_RECOVER	12	为0表示没有这个设备，不为0时表示有这一设备，为正时则为从设备数据库中选择的设备的ID，为负时表示这一设备未被选择。
CoA_Chongqin_2015	AHU	MIN_T_EX_COEF	13	最小显热交换系数
CoA_Chongqin_2015	AHU	MAX_T_EX_COEF	14	最大显热交换系数
CoA_Chongqin_2015	AHU	MIN_D_EX_COEF	15	最小换湿系数
CoA_Chongqin_2015	AHU	MAX_D_EX_COEF	16	最大换湿系数
CoA_Chongqin_2015	AHU	SECOND_AIR	17	有否二次回风
CoA_Chongqin_2015	AHU	MIN_SECOND_AIR_RATIO	18	最小二次回风比
CoA_Chongqin_2015	AHU	MAX_SECOND_AIR_RATIO	19	最大二次回风比
CoA_Chongqin_2015	AHU	FAN	20	对应设备数据库中设备的ID
CoA_Chongqin_2015	AHU	AHURES	21	对应空调箱阻力模型(DUCTNET)的ID
CoA_Chongqin_2015	AHU	EXT_PROPERTY	22	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	AIR_SUPPLY_PORT	ID	1	ID
CoA_Chongqin_2015	AIR_SUPPLY_PORT	OF_ROOM	2	所属房间的ID
CoA_Chongqin_2015	AIR_SUPPLY_PORT	OF_DUCT_TERMINAL	3	“所属”的DUCT_TERMINAL的ID，如果不属于任何TERMINAL，则必须有风道与之相联
CoA_Chongqin_2015	AIR_SUPPLY_PORT	NAME	4	名字
CoA_Chongqin_2015	AIR_SUPPLY_PORT	POS_X	5	在图上的位置的X坐标
CoA_Chongqin_2015	AIR_SUPPLY_PORT	POS_Y	6	在图上的位置的Y坐标
CoA_Chongqin_2015	AIR_SUPPLY_PORT	POS_Z	7	在图上的位置的Z坐标
CoA_Chongqin_2015	AIR_SUPPLY_PORT	NEED_RESIS_COEF	8	所需要的局部阻力系数
CoA_Chongqin_2015	AIR_SUPPLY_PORT	RESIS_COEF	9	局部阻力系数
CoA_Chongqin_2015	BOILER	BOILER_ID	1	热源ID
CoA_Chongqin_2015	BOILER	NAME	2	热源
CoA_Chongqin_2015	BOILER	LIB_BOILER_ID	3	设备编号
CoA_Chongqin_2015	BOILER	PRIME_PUMP	4	一次泵的ID(一机对一泵情况)
CoA_Chongqin_2015	BOILER	SECOND_PUMP	5	二次泵的ID(一机对一泵情况)
CoA_Chongqin_2015	BOILER	HEATSOURCE_PUMP	6	热源泵的ID(一机对一泵情况)
CoA_Chongqin_2015	BOILER	HEATEXCHANGER	7	换热器的ID(一个热源对应一台换热器的情况)
CoA_Chongqin_2015	BOILER	PRIORITY	8	使用优先级(还需要考虑具体用法)
CoA_Chongqin_2015	BOILER	BLANK_1	9	预留
CoA_Chongqin_2015	BOILER	BLANK_2	10	预留
CoA_Chongqin_2015	BOILER	EXT_PROPERTY	11	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	BUILDING	BUILDING_ID	1	ID
CoA_Chongqin_2015	BUILDING	NAME	2	名字
CoA_Chongqin_2015	BUILDING	VISIBLE	3	该建筑是否可见
CoA_Chongqin_2015	BUILDING	CURRENT_STOREY	4	当前操作楼层的ID
CoA_Chongqin_2015	BUILDING	EXT_PROPERTY	5	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	CHILLER_PUMP	PUMP_ID	1	ID
CoA_Chongqin_2015	CHILLER_PUMP	PRODUCT_ID	2	产品ID，对应设备数据库中的产品ID，没有选之前为0
CoA_Chongqin_2015	CHILLER_PUMP	OF_CHILLER	3	所属的CHILLER的ID
CoA_Chongqin_2015	CLIMATE_DATA	ID	1	ID
CoA_Chongqin_2015	CLIMATE_DATA	HOUR	2	0~8759小时
CoA_Chongqin_2015	CLIMATE_DATA	DRY_BULB_T	3	干球温度(℃)
CoA_Chongqin_2015	CLIMATE_DATA	DAMP	4	含湿量(g/kg.dra)
CoA_Chongqin_2015	CLIMATE_DATA	HORI_TOTAL_RAD	5	水平面总辐射(W/m^2)
CoA_Chongqin_2015	CLIMATE_DATA	HORI_SCATTER_RAD	6	水平面散射辐射(W/m^2)
CoA_Chongqin_2015	CLIMATE_DATA	T_GROUND	7	地表温度(℃)
CoA_Chongqin_2015	CLIMATE_DATA	T_SKY	8	天空有效温度(K)
CoA_Chongqin_2015	CLIMATE_DATA	WS	9	风速(m/s)
CoA_Chongqin_2015	CLIMATE_DATA	WD	10	风向:0-C,1-N,2-NNE,3-NE,4-ENE,5-E...9-S...13-W...16-NNW
CoA_Chongqin_2015	CLIMATE_DATA	B	11	大气压力(Pa)
CoA_Chongqin_2015	COOLING_TOWER	TOWER_ID	1	ID
CoA_Chongqin_2015	COOLING_TOWER	OF_CPS	2	所属的CPS的ID
CoA_Chongqin_2015	COOLING_TOWER	PRODUCT_ID	3	产品ID，对应设备数据库中的产品ID，没有选之前为0
CoA_Chongqin_2015	COOLING_TOWER_PUMP	PUMP_ID	1	ID
CoA_Chongqin_2015	COOLING_TOWER_PUMP	PRODUCT_ID	2	产品ID，对应设备数据库中的产品ID，没有选之前为0
CoA_Chongqin_2015	COOLING_TOWER_PUMP	OF_TOWER	3	所属的COOLING TOWER的ID
CoA_Chongqin_2015	COOLINGTOWER	COOLINGTOWER_ID	1	冷却塔ID
CoA_Chongqin_2015	COOLINGTOWER	NAME	2	名称
CoA_Chongqin_2015	COOLINGTOWER	LIB_COOLINGTOWER_ID	3	冷却塔库编号
CoA_Chongqin_2015	COOLINGTOWER	COOLING_PUMP	4	冷却泵的ID(一机对一泵情况)
CoA_Chongqin_2015	COOLINGTOWER	REFILL_PUMP	5	补水泵的ID(一机对一泵情况)
CoA_Chongqin_2015	COOLINGTOWER	ATTRIBUTE_TO	6	一机对一塔情况下的对应冷机设备号
CoA_Chongqin_2015	COOLINGTOWER	PRIORITY	7	使用优先级(还需要考虑具体用法)
CoA_Chongqin_2015	COOLINGTOWER	BLANK_1	8	预留
CoA_Chongqin_2015	COOLINGTOWER	BLANK_2	9	预留
CoA_Chongqin_2015	COOLINGTOWER	EXT_PROPERTY	10	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	DEFAULT_COEF	DEFAULT_COEF_ID	1	缺省经验系数的ID
CoA_Chongqin_2015	DEFAULT_COEF	COEF_NAME	2	名称
CoA_Chongqin_2015	DEFAULT_COEF	VALUE	3	值
CoA_Chongqin_2015	DEFAULT_COEF	COMMENT	4	说明
CoA_Chongqin_2015	DEFAULT_COEF	NOTE_FILE	5	说明文件的文件名
CoA_Chongqin_2015	DEFAULT_SETTING	TABLE_NAME	1	表名
CoA_Chongqin_2015	DEFAULT_SETTING	FIELD_NAME	2	字段名
CoA_Chongqin_2015	DEFAULT_SETTING	STRING	3	如果值为字符串，则此处有值
CoA_Chongqin_2015	DEFAULT_SETTING	LONG	4	如果值为LONG，则此处有值
CoA_Chongqin_2015	DEFAULT_SETTING	DOUBLE	5	如果值为DOUBLE，则此处有值
CoA_Chongqin_2015	DEFAULT_SETTING	FLOAT	6	如果值为FLOAT，则此处有值
CoA_Chongqin_2015	DEFAULT_SETTING	SHORT	7	如果值为INT，则此处有值
CoA_Chongqin_2015	DEFAULT_SETTING	TYPE	8	1:string 2:long 3:double 4:float 5:short 6:type 其余值错
CoA_Chongqin_2015	DEFAULT_SETTING	KIND	9	类型(用于main_enclosure表时,用于区分开五种类型:1：外墙 2： 内墙 3：屋顶 4： 楼地 5：地板/天花板（如果既是地板又是天花板，算作地板）,用于surface表时,区分四种不同表面的对流换热系数:0-垂直外表面 1-垂直内表面 2-水平向上表面 3-水平向下表面)
CoA_Chongqin_2015	DEFAULT_SETTING	COMMENT	10	备注
CoA_Chongqin_2015	DIST_MODE	DIST_MODE_ID	1	ID
CoA_Chongqin_2015	DIST_MODE	DIST_AIR	2	分配到室内空气的部分
CoA_Chongqin_2015	DIST_MODE	DIST_ROOF	3	分配到屋顶的部分
CoA_Chongqin_2015	DIST_MODE	DIST_FLOOR	4	分配到地板的部分
CoA_Chongqin_2015	DIST_MODE	DIST_AROUND	5	分配到周围立面的部分
CoA_Chongqin_2015	DIST_MODE	NAME	6	名称
CoA_Chongqin_2015	DN_AHU	ID	1	标志ID
CoA_Chongqin_2015	DN_AHU	FLOW_RATE	2	风量
CoA_Chongqin_2015	DN_AHU	POINT_ID	3	所在的点的ID
CoA_Chongqin_2015	DN_DUCT	ID	1	标志ID
CoA_Chongqin_2015	DN_DUCT	OF_BUILDING	2	所属的建筑
CoA_Chongqin_2015	DN_DUCT	START_POINT_ID	3	起点ID
CoA_Chongqin_2015	DN_DUCT	END_POINT_ID	4	终点ID
CoA_Chongqin_2015	DN_DUCT	IS_GIVEN_DIMENSION	5	风管尺寸是否给定
CoA_Chongqin_2015	DN_DUCT	WIDTH	6	风管宽(m)
CoA_Chongqin_2015	DN_DUCT	HIGH	7	风管高(m)
CoA_Chongqin_2015	DN_DUCT	IS_GIVEN_S	8	风管S是否给定
CoA_Chongqin_2015	DN_DUCT	S	9	风管S值
CoA_Chongqin_2015	DN_DUCT	FLOW_RATE	10	管中风量(m^3/h)
CoA_Chongqin_2015	DN_DUCT	COLOR	11	水管颜色(1~255)
CoA_Chongqin_2015	DN_DUCT	LINE_TYPE	12	水管线型(0~3)
CoA_Chongqin_2015	DN_FK	ID	1	标志ID
CoA_Chongqin_2015	DN_FK	FLOW_TYPE	2	风量类型:0 计算结果输入 1 用户输入
CoA_Chongqin_2015	DN_FK	FLOW_RATE	3	风量(当风量类型为1时有效)
CoA_Chongqin_2015	DN_FK	TYPE	4	风口类型: 0 送风口 1 回风口 2 新风口
CoA_Chongqin_2015	DN_FK	AREA	5	出风口处面积
CoA_Chongqin_2015	DN_FK	KSAI	6	局阻系数
CoA_Chongqin_2015	DN_FK	ROOM_ID	7	所在的房间的ID
CoA_Chongqin_2015	DN_FK	POINT_ID	8	所在的点的ID
CoA_Chongqin_2015	DN_JOINT	ID	1	标志ID
CoA_Chongqin_2015	DN_JOINT	TYPE	2	风道构件的类型: 0 渐变管 1 合流三通 2 分流三通 3 裤衩三通 4 弯头
CoA_Chongqin_2015	DN_JOINT	ANGLE1	3	对于分流三通,弯头,则是XITA的值 对于渐扩和渐缩管为ALFA的值 其它类型则是XITA1的值
CoA_Chongqin_2015	DN_JOINT	ANGLE2	4	对于分流三通,弯头,渐扩和渐缩无用 其它类型则是XITA2的值
CoA_Chongqin_2015	DN_JOINT	POINT_ID	5	所在的点的ID
CoA_Chongqin_2015	DN_POINT	ID	1	标志ID
CoA_Chongqin_2015	DN_POINT	X	2	点的X坐标
CoA_Chongqin_2015	DN_POINT	Y	3	点的Y坐标
CoA_Chongqin_2015	DN_POINT	Z	4	点的Y坐标
CoA_Chongqin_2015	DN_POINT	STOREY_ID	5	所在的层的ID
CoA_Chongqin_2015	DN_POINT	P	6	节点的压力(Pa)
CoA_Chongqin_2015	DN_POINT	CONST_PRESSURE	7	是否定压点
CoA_Chongqin_2015	DPE_STATUS	OPTION_ID	1	ID
CoA_Chongqin_2015	DPE_STATUS	KEYWORD	2	关键词
CoA_Chongqin_2015	DPE_STATUS	EXPLAIN	3	注释
CoA_Chongqin_2015	DPE_STATUS	TYPE	4	1: BOOL 型， 2： 整型， 3：实型， 4：字符串
CoA_Chongqin_2015	DPE_STATUS	OPTION_STRING	5	用sscanf 读这个串可以可到对应值
CoA_Chongqin_2015	DUCT	ID	1	ID
CoA_Chongqin_2015	DUCT	NAME	2	名字
CoA_Chongqin_2015	DUCT	OF_AC_SYS	3	所属的空调系统
CoA_Chongqin_2015	DUCT	WIDTH	4	米
CoA_Chongqin_2015	DUCT	HEIGHT	5	米
CoA_Chongqin_2015	DUCT	START	6	对应相接对象的ID，可以是DUCT_JOINT、DUCT_TERMINAL、AHU和AIR_SUPPLY_PORT
CoA_Chongqin_2015	DUCT	END	7	对应相接对象的ID，可以是DUCT_JOINT、DUCT_TERMINAL和AIR_SUPPLY_PORT
CoA_Chongqin_2015	DUCT_JOINT	ID	1	ID
CoA_Chongqin_2015	DUCT_JOINT	TYPE	2	类型
CoA_Chongqin_2015	DUCT_JOINT	NAME	3	名字
CoA_Chongqin_2015	DUCT_JOINT	POS_X	4	在图上的位置的X坐标（这个位置指与其相联的管风管中线相交的位置）
CoA_Chongqin_2015	DUCT_JOINT	POS_Y	5	在图上的位置的Y坐标（这个位置指与其相联的管风管中线相交的位置）
CoA_Chongqin_2015	DUCT_JOINT	POS_Z	6	在图上的位置的Z坐标（这个位置指与其相联的管风管中线相交的位置）
CoA_Chongqin_2015	DUCT_TERMINAL	ID	1	ID
CoA_Chongqin_2015	DUCT_TERMINAL	NAME	2	名字
CoA_Chongqin_2015	DUCT_TERMINAL	POS_X	3	在图上的位置的X坐标（这个位置指与其相联的管风管中线相交的位置）
CoA_Chongqin_2015	DUCT_TERMINAL	POS_Y	4	在图上的位置的Y坐标（这个位置指与其相联的管风管中线相交的位置）
CoA_Chongqin_2015	DUCT_TERMINAL	POS_Z	5	在图上的位置的Z坐标（这个位置指与其相联的管风管中线相交的位置）
CoA_Chongqin_2015	DUCT_TERMINAL	RESIS_COEF	6	当量局部阻力系数，这个系数代表了其下分枝的支路
CoA_Chongqin_2015	DUCTNET	ID	1	ID
CoA_Chongqin_2015	DUCTNET	NAME	2	名称
CoA_Chongqin_2015	DUCTNET	AHUType	3	空调箱连接形式。1、双风机。2、单风机（全新风）。3、单风机＋排风机。4、双风机＋新风机。5、单风机＋新风机。6、单风机＋新风机＋排风机
CoA_Chongqin_2015	DUCTNET	RunMode	4	控制方式。1、变风量变静压控制。2、变风量定静压控制。3、定风量系统
CoA_Chongqin_2015	DUCTNET	Constant_P_Point_value	5	定压点静压值－Pa
CoA_Chongqin_2015	DUCTNET	Filter_P	6	过滤器额定阻力 Pa
CoA_Chongqin_2015	DUCTNET	Filter_G	7	过滤器额定流量 m3/h
CoA_Chongqin_2015	DUCTNET	Coil_P	8	表冷器额定阻力 Pa
CoA_Chongqin_2015	DUCTNET	Coil_G	9	表冷器额定流量 m3/h
CoA_Chongqin_2015	DUCTNET	Reheater_P	10	再热器额定阻力 Pa
CoA_Chongqin_2015	DUCTNET	Reheater_G	11	再热器额定流量 m3/h
CoA_Chongqin_2015	DUCTNET	SprayRoom_P	12	喷淋室额定阻力 Pa
CoA_Chongqin_2015	DUCTNET	SprayRoom_G	13	喷淋室额定流量 m3/h
CoA_Chongqin_2015	DUCTNET	RecoverHeat_P	14	热回收器额定阻力 Pa
CoA_Chongqin_2015	DUCTNET	RecoverHeat_G	15	热回收器额定流量 m3/h
CoA_Chongqin_2015	DUCTNET	S_Muffler_Ksai	16	送风网静压箱消声器阻力系数
CoA_Chongqin_2015	DUCTNET	S_Muffler_Number	17	送风网静压箱消声器个数
CoA_Chongqin_2015	DUCTNET	S_Elbow_Ksai	18	送风网弯头阻力系数
CoA_Chongqin_2015	DUCTNET	S_Elbow_Number	19	送风网弯头个数
CoA_Chongqin_2015	DUCTNET	R_Muffler_Ksai	20	回风网静压箱消声器阻力系数
CoA_Chongqin_2015	DUCTNET	R_Muffler_Number	21	回风网静压箱消声器个数
CoA_Chongqin_2015	DUCTNET	R_Elbow_Ksai	22	回风网弯头阻力系数
CoA_Chongqin_2015	DUCTNET	R_Elbow_Number	23	回风网弯头个数
CoA_Chongqin_2015	DUCTNET	F_Muffler_Ksai	24	新风网静压箱消声器阻力系数
CoA_Chongqin_2015	DUCTNET	F_Muffler_Number	25	新风网静压箱消声器个数
CoA_Chongqin_2015	DUCTNET	F_Elbow_Ksai	26	新风网弯头阻力系数
CoA_Chongqin_2015	DUCTNET	F_Elbow_Number	27	新风网弯头个数
CoA_Chongqin_2015	DUCTNET	E_Muffler_Ksai	28	排风网静压箱消声器阻力系数
CoA_Chongqin_2015	DUCTNET	E_Muffler_Number	29	排风网静压箱消声器个数
CoA_Chongqin_2015	DUCTNET	E_Elbow_Ksai	30	排风网弯头阻力系数
CoA_Chongqin_2015	DUCTNET	E_Elbow_Number	31	排风网弯头个数
CoA_Chongqin_2015	DUCTNET	S_FAN	32	送风机，0，为理想风机（程序自动选择），1为自定义，采用目前输入参数做法。其他为选择设备库风机
CoA_Chongqin_2015	DUCTNET	R_FAN	33	回风机，0,为理想风机（程序自动选择），1为自定义，采用目前输入参数做法。其他为选择设备库风机
CoA_Chongqin_2015	DUCTNET	F_FAN	34	新风机，0,为理想风机（程序自动选择），1为自定义，采用目前输入参数做法。其他为选择设备库风机
CoA_Chongqin_2015	DUCTNET	E_FAN	35	排风机，0,为理想风机（程序自动选择），1为自定义，采用目前输入参数做法。其他为选择设备库风机
CoA_Chongqin_2015	DUCTNET	Fresh_Duct_H	36	新风管高度(mm)
CoA_Chongqin_2015	DUCTNET	Fresh_Duct_W	37	新风管宽度(mm)
CoA_Chongqin_2015	DUCTNET	Fresh_Duct_L	38	新风管长度(mm)
CoA_Chongqin_2015	DUCTNET	Exhaust_Duct_H	39	排风管高度(mm)
CoA_Chongqin_2015	DUCTNET	Exhaust_Duct_W	40	排风管宽度(mm)
CoA_Chongqin_2015	DUCTNET	Exhaust_Duct_L	41	排风管长度(mm)
CoA_Chongqin_2015	DUCTNET	EXT_PROPERTY	42	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	EQUIPMENT_GAINS	GAIN_ID	1	编号
CoA_Chongqin_2015	EQUIPMENT_GAINS	NAME	2	名称
CoA_Chongqin_2015	EQUIPMENT_GAINS	OF_ROOM	3	所在房间
CoA_Chongqin_2015	EQUIPMENT_GAINS	SCHEDULE	4	作息模式
CoA_Chongqin_2015	EQUIPMENT_GAINS	MAXPOWER	5	最大产热功率（单位：W或 W/M^2）
CoA_Chongqin_2015	EQUIPMENT_GAINS	MINPOWER	6	最小产热功率（单位：W或 W/M^2）
CoA_Chongqin_2015	EQUIPMENT_GAINS	MAX_HUM	7	最大设备散湿（kg/hr 或 Kg/(Hr.m^2)）
CoA_Chongqin_2015	EQUIPMENT_GAINS	MIN_HUM	8	最小设备散湿（kg/hr 或 Kg/(Hr.m^2)）
CoA_Chongqin_2015	EQUIPMENT_GAINS	PER_AREA	9	是否按每平米计
CoA_Chongqin_2015	EQUIPMENT_GAINS	A	10	A
CoA_Chongqin_2015	EQUIPMENT_GAINS	B	11	B
CoA_Chongqin_2015	EQUIPMENT_GAINS	DIST_MODE	12	分配模式
CoA_Chongqin_2015	EQUIPMENT_GAINS	OF_STOREY	13	所属楼层的ID
CoA_Chongqin_2015	EQUIPMENT_GAINS	X	14	图中设备得热放置位置的X坐标
CoA_Chongqin_2015	EQUIPMENT_GAINS	Y	15	图中设备得热放置位置的Y坐标
CoA_Chongqin_2015	EQUIPMENT_GAINS	Z	16	图中设备得热放置位置的Z坐标
CoA_Chongqin_2015	EQUIPMENT_TEMP	ID	1	ID
CoA_Chongqin_2015	EQUIPMENT_TEMP	OF_ROOM	2	所属房间
CoA_Chongqin_2015	EQUIPMENT_TEMP	EQUIPMENT_TYPE	3	设备类型
CoA_Chongqin_2015	EQUIPMENT_TEMP	NAME	4	设备名称
CoA_Chongqin_2015	EXT_PROPERTY	PROPERTY_ID	1	动态属性ID
CoA_Chongqin_2015	EXT_PROPERTY	NEXT_PROPERTY	2	指向属性链表的下一个属性
CoA_Chongqin_2015	EXT_PROPERTY	NAME	3	动态属性的名称
CoA_Chongqin_2015	EXT_PROPERTY	TYPE	4	数据类型(0-长整型, 1-双精度浮点型, 2-字符串, 3-二进制)
CoA_Chongqin_2015	EXT_PROPERTY	DATA_LONG	5	长整型数据
CoA_Chongqin_2015	EXT_PROPERTY	DATA_DOUBLE	6	双精度数据
CoA_Chongqin_2015	EXT_PROPERTY	DATA_STRING	7	字符串数据
CoA_Chongqin_2015	EXT_PROPERTY	DATA_BIN	8	二进制数据
CoA_Chongqin_2015	FAN	ID	1	ID
CoA_Chongqin_2015	FAN	FLOWRATE	2	额定风量（m^3/h）
CoA_Chongqin_2015	FAN	PRESSURE	3	额定扬程(Pa)
CoA_Chongqin_2015	FAN	EFFICIENCY	4	额定效率
CoA_Chongqin_2015	FAN	CURVE_PF	5	流量扬程曲线ID
CoA_Chongqin_2015	FAN	CURVE_EF	6	流量效率曲线ID
CoA_Chongqin_2015	FAN	EXT_PROPERTY	7	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	FAN_COIL	ID	1	ID
CoA_Chongqin_2015	FAN_COIL	NAME	2	名称
CoA_Chongqin_2015	FAN_COIL	OF_ROOM	3	所属房间
CoA_Chongqin_2015	FAN_COIL	POS_X	4	在图上的位置的X坐标
CoA_Chongqin_2015	FAN_COIL	POS_Y	5	在图上的位置的Y坐标
CoA_Chongqin_2015	FAN_COIL	POS_Z	6	在图上的位置的Z坐标
CoA_Chongqin_2015	GAIN_REFER	ID	1	ID
CoA_Chongqin_2015	GAIN_REFER	GAIN_ID	2	如果是外温，则是OUTSIDE表中对应的记录的ID，如果地温，对应GROUD表中记录的ID，表面对应SURFACE表
CoA_Chongqin_2015	GAIN_REFER	TYPE	3	1: 外温， 2：地温， 3： HVAC，4：人员，5：灯光，6：设备，7：表面吸收，8：太阳透过窗户，9：房间温度
CoA_Chongqin_2015	GAIN_REFER	OF_ROOM_GROUP	4	所属的房间组
CoA_Chongqin_2015	GAIN_REFER	ROOOM_INDEX	5	在每个房间中的下标，即对应B矩阵中的列下标，FAI中的列下标
CoA_Chongqin_2015	GAIN_REFER	INDEX	6	在整个建筑所有热扰数组中的下标
CoA_Chongqin_2015	GROUND	GROUND_ID	1	编号
CoA_Chongqin_2015	GROUND	NAME	2	名称
CoA_Chongqin_2015	GROUND	X	3	图中表示该Ground的房间标志（如果有的话）的X坐标
CoA_Chongqin_2015	GROUND	Y	4	图中表示该Ground的房间标志（如果有的话）的Y坐标
CoA_Chongqin_2015	GROUND	Z	5	图中表示该Ground的房间标志（如果有的话）的Z坐标
CoA_Chongqin_2015	GROUND	EXT_PROPERTY	6	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	GROUND_DATA	ID	1	ID
CoA_Chongqin_2015	GROUND_DATA	HOUR	2	0~8759小时
CoA_Chongqin_2015	GROUND_DATA	T	3	自定义大地的逐时地温℃
CoA_Chongqin_2015	HACNET_BRANCH	BRANCH_ID	1	""
CoA_Chongqin_2015	HACNET_BRANCH	NAME	2	""
CoA_Chongqin_2015	HACNET_BRANCH	TYPE	3	0: PIPE 1: DUCT，无效，BRANCH就是水管
CoA_Chongqin_2015	HACNET_BRANCH	OF_SUBNET	4	""
CoA_Chongqin_2015	HACNET_BRANCH	START_NODE	5	开始节点的NODE的ID
CoA_Chongqin_2015	HACNET_BRANCH	END_NODE	6	结束节点的NODE的ID
CoA_Chongqin_2015	HACNET_BRANCH	S	7	""
CoA_Chongqin_2015	HACNET_BRANCH	LENGTH	8	长度
CoA_Chongqin_2015	HACNET_BRANCH	DIAMETER	9	管径
CoA_Chongqin_2015	HACNET_BRANCH	ROUGHNESS	10	粗糙度
CoA_Chongqin_2015	HACNET_BRANCH	FLOW	11	流量
CoA_Chongqin_2015	HACNET_BRANCH	YCZLINPUTDIRECT	12	沿程阻力是否直接输入标志
CoA_Chongqin_2015	HACNET_BRANCH	YCZLXISHU	13	ζ沿程阻力系数
CoA_Chongqin_2015	HACNET_BRANCH	JZSTYLE	14	局部阻力方式输入方式
CoA_Chongqin_2015	HACNET_BRANCH	JZTODYNHEAD	15	沿程阻力相当于动压头的倍数
