source_model	table	field	ordinal	description_cn
CoA_Chongqin_2015	HACNET_BRANCH	JZTOYC	16	局部阻力相当于沿程阻力的倍数
CoA_Chongqin_2015	HACNET_BRANCH	bFontShow	17	是否显示流量和支路号
CoA_Chongqin_2015	HACNET_BRANCH_POINT	POINT_ID	1	保存Branch中的点
CoA_Chongqin_2015	HACNET_BRANCH_POINT	OF_BRANCH	2	""
CoA_Chongqin_2015	HACNET_BRANCH_POINT	OF_BRANCHLINE	3	""
CoA_Chongqin_2015	HACNET_BRANCH_POINT	x	4	""
CoA_Chongqin_2015	HACNET_BRANCH_POINT	y	5	""
CoA_Chongqin_2015	HACNET_LANDAFAI	ID	1	""
CoA_Chongqin_2015	HACNET_LANDAFAI	TERMINAL_ID	2	""
CoA_Chongqin_2015	HACNET_LANDAFAI	Index	3	""
CoA_Chongqin_2015	HACNET_LANDAFAI	landa	4	""
CoA_Chongqin_2015	HACNET_LANDAFAI	fai	5	""
CoA_Chongqin_2015	HACNET_NODE	NODE_ID	1	""
CoA_Chongqin_2015	HACNET_NODE	NAME	2	""
CoA_Chongqin_2015	HACNET_NODE	X	3	节点x坐标(m)
CoA_Chongqin_2015	HACNET_NODE	Y	4	节点y坐标(m)
CoA_Chongqin_2015	HACNET_NODE	Z	5	节点高度(m)
CoA_Chongqin_2015	HACNET_NODE	LOSEFLOW	6	漏水量
CoA_Chongqin_2015	HACNET_NODE	PRESSURE	7	节点压力
CoA_Chongqin_2015	HACNET_NODE	TEMPRATURE	8	温度
CoA_Chongqin_2015	HACNET_NODE	OF_SUBNET	9	""
CoA_Chongqin_2015	HACNET_NODE	BIG_USER	10	节点类型0--普通1--子网2--热源
CoA_Chongqin_2015	HACNET_NODE	STATIC_POINT	11	是否为静压点
CoA_Chongqin_2015	HACNET_NODE	bFontShow	12	是否显示压力和节点号
CoA_Chongqin_2015	HACNET_OPTION	POINT_ID	1	保存Branch中的点
CoA_Chongqin_2015	HACNET_OPTION	OF_BRANCH	2	""
CoA_Chongqin_2015	HACNET_OPTION	OF_BRANCHLINE	3	""
CoA_Chongqin_2015	HACNET_OPTION	x	4	""
CoA_Chongqin_2015	HACNET_OPTION	y	5	""
CoA_Chongqin_2015	HACNET_PUMP	PUMP_ID	1	""
CoA_Chongqin_2015	HACNET_PUMP	PRODUCT_ID	2	""
CoA_Chongqin_2015	HACNET_PUMP	PROVIDE_ID	3	""
CoA_Chongqin_2015	HACNET_PUMP	NAME	4	""
CoA_Chongqin_2015	HACNET_PUMP	OF_WATER_SYS	5	1-HACNET
CoA_Chongqin_2015	HACNET_PUMP	OF_SUBNET	6	""
CoA_Chongqin_2015	HACNET_PUMP	OF_BRANCH	7	""
CoA_Chongqin_2015	HACNET_PUMP	OF_BRANCHLINE	8	所属的BRANCH中的直线号
CoA_Chongqin_2015	HACNET_PUMP	RATIOINBRANCHLINE	9	直线中的位置
CoA_Chongqin_2015	HACNET_PUMP	COUNTODTITLE	10	并联台数
CoA_Chongqin_2015	HACNET_PUMP	REALSPEED	11	实际转速
CoA_Chongqin_2015	HACNET_PUMP	STANDSPEED	12	标准转速
CoA_Chongqin_2015	HACNET_PUMP	a	13	""
CoA_Chongqin_2015	HACNET_PUMP	b	14	""
CoA_Chongqin_2015	HACNET_PUMP	c	15	""
CoA_Chongqin_2015	HACNET_PUMP	d	16	""
CoA_Chongqin_2015	HACNET_PUMP	bMain	17	是否为主循环泵
CoA_Chongqin_2015	HACNET_PUMP	dblFlow	18	流量
CoA_Chongqin_2015	HACNET_SUBNET	SUBNET_ID	1	""
CoA_Chongqin_2015	HACNET_SUBNET	NAME	2	""
CoA_Chongqin_2015	HACNET_SUBNET	BIG_USER	3	""
CoA_Chongqin_2015	HACNET_SUBNET	OF_WATER_SYS	4	""
CoA_Chongqin_2015	HACNET_SUBNET	START_NODE	5	""
CoA_Chongqin_2015	HACNET_SUBNET	dblZoomRatio	6	显示比例
CoA_Chongqin_2015	HACNET_SUBNET	szViewX	7	画布X方向大小
CoA_Chongqin_2015	HACNET_SUBNET	szViewY	8	画布Y方向大小
CoA_Chongqin_2015	HACNET_SUBNET	nPrintSx	9	打印比例
CoA_Chongqin_2015	HACNET_SUBNET	scale	10	屏幕和实际尺寸比例
CoA_Chongqin_2015	HACNET_SUBNET	BACKCOLOR	11	背景色
CoA_Chongqin_2015	HACNET_SUBNET	BKUSEBMP	12	背景是否采用位图文件
CoA_Chongqin_2015	HACNET_SUBNET	BMPFILE	13	背景文件名
CoA_Chongqin_2015	HACNET_TERMINAL	TERMINAL_ID	1	""
CoA_Chongqin_2015	HACNET_TERMINAL	NAME	2	""
CoA_Chongqin_2015	HACNET_TERMINAL	TYPE	3	0:暖气片 1：热源
CoA_Chongqin_2015	HACNET_TERMINAL	OF_BRANCH	4	""
CoA_Chongqin_2015	HACNET_TERMINAL	OF_SUBNET	5	""
CoA_Chongqin_2015	HACNET_TERMINAL	OF_BRANCHLINE	6	所属的BRANCH中的直线号
CoA_Chongqin_2015	HACNET_TERMINAL	RATIOINBRANCHLINE	7	直线中的位置
CoA_Chongqin_2015	HACNET_TERMINAL	S	8	""
CoA_Chongqin_2015	HACNET_TERMINAL	OF_ROOM	9	""
CoA_Chongqin_2015	HACNET_TERMINAL	DESIGN_FLOW	10	设计流量
CoA_Chongqin_2015	HACNET_TERMINAL	DESIGN_PRESSUREDROP	11	设计压降
CoA_Chongqin_2015	HACNET_TERMINAL	dblSteadyHeatCalFactor	12	供热一次网平米流量指标
CoA_Chongqin_2015	HACNET_TERMINAL	dblQToArea	13	供热热量指标（单位：W/m2*H）
CoA_Chongqin_2015	HACNET_TERMINAL	dblHeatArea	14	每平米供热面积的换热器换热面积
CoA_Chongqin_2015	HACNET_TERMINAL	bDirect	15	是否是间联换热站
CoA_Chongqin_2015	HACNET_TERMINAL	dblStationHeatArea	16	间联换热站每平米供热面积的换热器换热面积
CoA_Chongqin_2015	HACNET_TERMINAL	dblSecondAveFlow	17	供热二次网平米流量指标
CoA_Chongqin_2015	HACNET_VALVE	VALVE_ID	1	""
CoA_Chongqin_2015	HACNET_VALVE	PRODUCT_ID	2	产品ID，对应设备数据库中的产品ID
CoA_Chongqin_2015	HACNET_VALVE	NAME	3	""
CoA_Chongqin_2015	HACNET_VALVE	OF_BRANCH	4	所属的BRANCH
CoA_Chongqin_2015	HACNET_VALVE	OF_SUBNET	5	所属的SUBNET
CoA_Chongqin_2015	HACNET_VALVE	OF_BRANCHLINE	6	所属的BRANCH中的直线号
CoA_Chongqin_2015	HACNET_VALVE	RATIOINBRANCHLINE	7	直线中的位置
CoA_Chongqin_2015	HACNET_VALVE	ZULIOFOPENVALVE	8	开阀阻力
CoA_Chongqin_2015	HACNET_VALVE	JZXISHU	9	局阻系数
CoA_Chongqin_2015	HACNET_VALVE	OPENWIDE	10	开度
CoA_Chongqin_2015	HACNET_WPGNODE	WPGNODE_ID	1	""
CoA_Chongqin_2015	HACNET_WPGNODE	WPGNAME	2	""
CoA_Chongqin_2015	HACNET_WPGNODE	OF_SUBNET	3	""
CoA_Chongqin_2015	HACNET_WPGNODE	INDEXINNODES	4	""
CoA_Chongqin_2015	HACNET_WPGNODE	PRESSURE	5	""
CoA_Chongqin_2015	HEATEXCHANGER	HEATEXCHANGER_ID	1	换热器ID
CoA_Chongqin_2015	HEATEXCHANGER	NAME	2	换热器名称
CoA_Chongqin_2015	HEATEXCHANGER	LIB_HEATEXCHANGER_ID	3	换热器的编号
CoA_Chongqin_2015	HEATEXCHANGER	PRIME_PUMP	4	一次泵的ID(一机对一泵情况)
CoA_Chongqin_2015	HEATEXCHANGER	SECOND_PUMP	5	二次泵的ID(一机对一泵情况)
CoA_Chongqin_2015	HEATEXCHANGER	ATTRIBUTE_TO	6	一锅炉对一换热器情况下的对应锅炉设备号
CoA_Chongqin_2015	HEATEXCHANGER	PRIORITY	7	使用优先级(还需要考虑具体用法)
CoA_Chongqin_2015	HEATEXCHANGER	BLANK_1	8	预留
CoA_Chongqin_2015	HEATEXCHANGER	BLANK_2	9	预留
CoA_Chongqin_2015	HEATEXCHANGER	EXT_PROPERTY	10	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	HEATING_PIPE	HEATING_PIPE_ID	1	立管编号
CoA_Chongqin_2015	HEATING_PIPE	NAME	2	名称
CoA_Chongqin_2015	HEATING_PIPE	OF_HEATING_SYSTEM	3	所属供热系统
CoA_Chongqin_2015	HEATING_PIPE	FLOW_SCHEDULE	4	立管流量全年变化作息设定(m^3/h)
CoA_Chongqin_2015	HEATING_PIPE	EXT_PROPERTY	5	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	HEATING_SYSTEM	HEATING_SYSTEM_ID	1	供热系统编号
CoA_Chongqin_2015	HEATING_SYSTEM	NAME	2	供热系统名称
CoA_Chongqin_2015	HEATING_SYSTEM	TYPE	3	供热系统形式: 0-单管顺流, 1-单管旁通
CoA_Chongqin_2015	HEATING_SYSTEM	SUPPLY_T_SCHEDULE	4	供水温度全年变化作息设定(℃)
CoA_Chongqin_2015	HEATING_SYSTEM	RADIATOR_AREA_MODE	5	散热器面积确定方式,0-根据房间负荷自动选择,1-用户自定义
CoA_Chongqin_2015	HEATING_SYSTEM	EXT_PROPERTY	6	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	ID_REGISTER	ID	1	编号
CoA_Chongqin_2015	ID_REGISTER	DATETIME	2	分配时间
CoA_Chongqin_2015	ID_REGISTER	ALLOCATOR	3	分配工具
CoA_Chongqin_2015	ID_REGISTER	OWNER_OBJECT	4	使用对象
CoA_Chongqin_2015	ID_REGISTER	OWNER_TABLE	5	对象所在数据表
CoA_Chongqin_2015	ID_REGISTER	USE_STATE	6	是否使用中
CoA_Chongqin_2015	LIB_CHILLER	LIB_CHILLER_ID	1	设备的ID
CoA_Chongqin_2015	LIB_CHILLER	NAME	2	冷机型号名称
CoA_Chongqin_2015	LIB_CHILLER	TYPE	3	冷机的类型： 0 活塞式 1 螺杆式 2离心式, 4 直燃机，5风冷机组, 6水冷机组
CoA_Chongqin_2015	LIB_CHILLER	CAPACITY	4	设备额定供冷（热）能力,kW
CoA_Chongqin_2015	LIB_CHILLER	FLOWRATE_COLD	5	冷机的额定冷冻水流量,m3/h
CoA_Chongqin_2015	LIB_CHILLER	FLOWRATE_COOL	6	冷机的额定冷却水流量,m3/h
CoA_Chongqin_2015	LIB_CHILLER	PRESSURE_LOSS_COLD	7	冷机冷冻水侧压降,kPa
CoA_Chongqin_2015	LIB_CHILLER	PRESSURE_LOSS_COOL	8	冷机冷却水侧压降,kPa
CoA_Chongqin_2015	LIB_CHILLER	COP	9	冷机额定的COP
CoA_Chongqin_2015	LIB_CHILLER	COP_CURVE	10	冷机COP曲线,对应LIB_CURVE表中的LIB_CURVE_ID
CoA_Chongqin_2015	LIB_CHILLER	FUEL_TYPE	11	热源燃料类型：0 无 1 煤，2 油，3 天然气，4 电，5 热水，6 蒸汽
CoA_Chongqin_2015	LIB_CHILLER	FUEL_HEAT_VALUE	12	直燃机燃料热值(kJ/kg)
CoA_Chongqin_2015	LIB_CHILLER	CONSUME_FUEL	13	直燃机额定工况下燃料的消耗量(kg/h)
CoA_Chongqin_2015	LIB_CHILLER	CONSUME_ELEC	14	额定工况下耗电量(kW) 直燃机有此项
CoA_Chongqin_2015	LIB_CHILLER	FANPUMP_NUM	15	风(水)冷机组需输入风机(水泵)台数
CoA_Chongqin_2015	LIB_CHILLER	FANPUMP_POWER	16	风(水)冷机组需输入风机(水泵)功率(kW)
CoA_Chongqin_2015	LIB_CHILLER	PRODUCT_ID	17	产品具体信息,对应LIB_PRODUCT表中的数据
CoA_Chongqin_2015	LIB_CHILLER	BLANK_1	18	预留
CoA_Chongqin_2015	LIB_CHILLER	BLANK_2	19	预留
CoA_Chongqin_2015	LIB_CHILLER	EXT_PROPERTY	20	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIB_COOLINGTOWER	LIB_COOLINGTOWER_ID	1	冷却塔ID
CoA_Chongqin_2015	LIB_COOLINGTOWER	NAME	2	名称
CoA_Chongqin_2015	LIB_COOLINGTOWER	TYPE	3	冷却塔类型(暂时没有，预留）
CoA_Chongqin_2015	LIB_COOLINGTOWER	CAPACITY	4	冷却塔额定供冷（热）能力,kW
CoA_Chongqin_2015	LIB_COOLINGTOWER	FLOWRATE	5	冷却塔额定水流量,m3/h
CoA_Chongqin_2015	LIB_COOLINGTOWER	PRESSURE_LOSS	6	冷却塔压降,kPa
CoA_Chongqin_2015	LIB_COOLINGTOWER	SUPPLY_TEMPERATURE	7	额定供水温度,℃
CoA_Chongqin_2015	LIB_COOLINGTOWER	RETURN_TEMPERATURE	8	额定回水温度,℃
CoA_Chongqin_2015	LIB_COOLINGTOWER	AIR_WETBULB_TEMPERATURE	9	额定空气湿球温度(冷却塔用),℃
CoA_Chongqin_2015	LIB_COOLINGTOWER	AIR_FLOWRATE	10	额定风量(冷却塔用),m3/h
CoA_Chongqin_2015	LIB_COOLINGTOWER	FAN_POWER	11	额定风机功耗(冷却塔用),kW
CoA_Chongqin_2015	LIB_COOLINGTOWER	REFILL_FLOWRATE	12	补水量(冷却塔用),m3/h
CoA_Chongqin_2015	LIB_COOLINGTOWER	BETAF	13	冷却塔散质系数与面积乘积,kg/s
CoA_Chongqin_2015	LIB_COOLINGTOWER	PRODUCT_ID	14	产品具体信息,对应LIB_PRODUCT表中的数据
CoA_Chongqin_2015	LIB_COOLINGTOWER	BLANK_1	15	预留
CoA_Chongqin_2015	LIB_COOLINGTOWER	BLANK_2	16	预留
CoA_Chongqin_2015	LIB_COOLINGTOWER	EXT_PROPERTY	17	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIB_CURVE	LIB_CURVE_ID	1	曲线编号
CoA_Chongqin_2015	LIB_CURVE	TYPE	2	曲线分类号
CoA_Chongqin_2015	LIB_CURVE	NAME	3	曲线名称
CoA_Chongqin_2015	LIB_CURVE	COUNT	4	曲线系数的总个数(预留最大12个,应付绝大多数情况应该是没有问题的)
CoA_Chongqin_2015	LIB_CURVE	A	5	系数A
CoA_Chongqin_2015	LIB_CURVE	B	6	系数B
CoA_Chongqin_2015	LIB_CURVE	C	7	系数C
CoA_Chongqin_2015	LIB_CURVE	D	8	系数D
CoA_Chongqin_2015	LIB_CURVE	E	9	系数E
CoA_Chongqin_2015	LIB_CURVE	F	10	系数F
CoA_Chongqin_2015	LIB_CURVE	G	11	系数G
CoA_Chongqin_2015	LIB_CURVE	H	12	系数H
CoA_Chongqin_2015	LIB_CURVE	I	13	系数I
CoA_Chongqin_2015	LIB_CURVE	J	14	系数J
CoA_Chongqin_2015	LIB_CURVE	K	15	系数K
CoA_Chongqin_2015	LIB_CURVE	L	16	系数L
CoA_Chongqin_2015	LIB_CURVE	NOTE	17	曲线简要说明
CoA_Chongqin_2015	LIB_CURVE	EXT_PROPERTY	18	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	LIB_HEATEXCHANGER_ID	1	换热器的编号
CoA_Chongqin_2015	LIB_HEATEXCHANGER	NAME	2	换热器名称
CoA_Chongqin_2015	LIB_HEATEXCHANGER	TYPE	3	类型编号(暂时没有数据,但为了和其它设备保持统一还是保留为好)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	CAPACITY	4	换热器的额定热交换量(kW)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	EX_AREA	5	换热器面积(m2)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	K	6	换热器额定换热系数
CoA_Chongqin_2015	LIB_HEATEXCHANGER	K_CURVE	7	换热器传热系数曲线,对应LIB_CURVE表中数据LIB_CURVE_ID
CoA_Chongqin_2015	LIB_HEATEXCHANGER	FLOWRATE1	8	一次水流量(m3/h)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	PRESSURE_LOSS1	9	一次水水阻(kPa)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	TIN1	10	一次水进口温度(℃)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	TOUT1	11	一次水出口温度(℃)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	FLOWRATE2	12	二次水流量(m3/h)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	PRESSURE_LOSS2	13	二次水水阻(kPa)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	TIN2	14	二次水进口温度(℃)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	TOUT2	15	二次水出口温度(℃)
CoA_Chongqin_2015	LIB_HEATEXCHANGER	PRODUCT_ID	16	产品具体信息,对应LIB_PRODUCT表中的数据
CoA_Chongqin_2015	LIB_HEATEXCHANGER	BLANK_1	17	预留
CoA_Chongqin_2015	LIB_HEATEXCHANGER	BLANK_2	18	预留
CoA_Chongqin_2015	LIB_HEATEXCHANGER	EXT_PROPERTY	19	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	LIB_PHASE_CHANGE_MAT_ID	1	编号
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	NAME	2	名称
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	TM	3	相变温度(℃)
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	CP_S	4	固态比热(J/kg.K)
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	CP_M	5	两相比热(J/kg.K)
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	CP_L	6	液态比热(J/kg.K)
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	ROU	7	密度(kg/m^3)
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	LAMDA	8	导热系数(W/m.K)
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	REMARK	9	说明
CoA_Chongqin_2015	LIB_PHASE_CHANGE_MAT	EXT_PROPERTY	10	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIB_PUMP	LIB_PUMP_ID	1	设备ID
CoA_Chongqin_2015	LIB_PUMP	NAME	2	水泵的型号名称
CoA_Chongqin_2015	LIB_PUMP	TYPE	3	水泵类型，0为定速，1为变频
CoA_Chongqin_2015	LIB_PUMP	FLOWRATE	4	水泵额定流量,m3/h
CoA_Chongqin_2015	LIB_PUMP	PRESSURE	5	水泵额定扬程,kPa
CoA_Chongqin_2015	LIB_PUMP	EFFICIENCY	6	水泵额定效率
CoA_Chongqin_2015	LIB_PUMP	GP_CURVE	7	水泵流量与扬程的性能曲线,对应LIB_CURVE表中的LIB_CURVE_ID
CoA_Chongqin_2015	LIB_PUMP	GEFF_CURVE	8	水泵流量与效率的性能曲线 对应LIB_CURVE表中的LIB_CURVE_ID
CoA_Chongqin_2015	LIB_PUMP	SPEED_RATIO_MAX	9	变频速比上限
CoA_Chongqin_2015	LIB_PUMP	SPEED_RATIO_MIN	10	变频速比下限
CoA_Chongqin_2015	LIB_PUMP	PRODUCT_ID	11	产品具体信息,对应LIB_PRODUCT表中的数据
CoA_Chongqin_2015	LIB_PUMP	BLANK_1	12	预留
CoA_Chongqin_2015	LIB_PUMP	BLANK_2	13	预留
CoA_Chongqin_2015	LIB_PUMP	EXT_PROPERTY	14	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIB_SHADING	ID	1	编号
CoA_Chongqin_2015	LIB_SHADING	NAME	2	名称
CoA_Chongqin_2015	LIB_SHADING	B0	3	第一片遮阳板与窗口顶部或左框(垂直百叶)距离(m)
CoA_Chongqin_2015	LIB_SHADING	B1	4	遮阳板一端至窗左边或上边(垂直百叶)距离(m)
CoA_Chongqin_2015	LIB_SHADING	B2	5	遮阳板另一端至窗右边或下边(垂直百叶)距离(m)
CoA_Chongqin_2015	LIB_SHADING	DEG	6	遮阳板倾斜角度(Deg)：0表示垂直，下、右角度>0
CoA_Chongqin_2015	LIB_SHADING	DIST	7	遮阳板间距(m)
CoA_Chongqin_2015	LIB_SHADING	W	8	遮阳板挑出宽度(m)
CoA_Chongqin_2015	LIB_SHADING	N	9	百叶片数
CoA_Chongqin_2015	LIB_SHADING	HF	10	非百叶遮阳：挑帘高度(m)
CoA_Chongqin_2015	LIB_SHADING	HL	11	非百叶遮阳：左侧板高度(m)
CoA_Chongqin_2015	LIB_SHADING	WL	12	非百叶遮阳：左侧板宽度(m)
CoA_Chongqin_2015	LIB_SHADING	DEGL	13	非百叶遮阳：左侧板角度(Deg)：0表示垂直，下、右角度>0
CoA_Chongqin_2015	LIB_SHADING	HR	14	非百叶遮阳：右侧板高度(m)
CoA_Chongqin_2015	LIB_SHADING	WR	15	非百叶遮阳：右侧板宽度(m)
CoA_Chongqin_2015	LIB_SHADING	DEGR	16	非百叶遮阳：左侧板角度(Deg)：0表示垂直，下、右角度>0
CoA_Chongqin_2015	LIB_SHADING	PRICE	17	市场参考价格
CoA_Chongqin_2015	LIB_SHADING	IMAGE	18	图片
CoA_Chongqin_2015	LIB_SHADING	GROUP	19	遮阳结构造型分类：0-普通遮阳，1-水平百叶，2-垂直百叶
CoA_Chongqin_2015	LIB_SHADING	NOTE	20	说明
CoA_Chongqin_2015	LIB_SHADING	EXT_PROPERTY	21	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	LIB_SOLAR_ENERGY_COLLECTOR_ID	1	编号
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	NAME	2	名称
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	TYPE	3	类型 0=真空管, 1=平板型
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	FE	4	热转移因子
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	TAO	5	有效透射率
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	ALPHA	6	吸收率
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	K	7	总换热系数
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	AREA_RATIO	8	集热面积与总面积的比
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	TILT	9	集热板倾斜角度(RAD)
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	REMARK	10	说明
CoA_Chongqin_2015	LIB_SOLAR_ENERGY_COLLECTOR	EXT_PROPERTY	11	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	LIGHT_GAINS	GAIN_ID	1	编号
CoA_Chongqin_2015	LIGHT_GAINS	NAME	2	名称
CoA_Chongqin_2015	LIGHT_GAINS	OF_ROOM	3	所在房间
CoA_Chongqin_2015	LIGHT_GAINS	SCHEDULE	4	作息模式
CoA_Chongqin_2015	LIGHT_GAINS	MAXPOWER	5	最大铬牌功率（单位：W或 W/M^2）
CoA_Chongqin_2015	LIGHT_GAINS	MINPOWER	6	最小铬牌功率（单位：W或 W/M^2）
CoA_Chongqin_2015	LIGHT_GAINS	HEAT_RATE	7	热/电比率
CoA_Chongqin_2015	LIGHT_GAINS	PER_AREA	8	是否按每平米计
CoA_Chongqin_2015	LIGHT_GAINS	A	9	A
CoA_Chongqin_2015	LIGHT_GAINS	B	10	B
CoA_Chongqin_2015	LIGHT_GAINS	DIST_MODE	11	分配模式
CoA_Chongqin_2015	LIGHT_GAINS	OF_STOREY	12	所属楼层的ID
CoA_Chongqin_2015	LIGHT_GAINS	X	13	图中灯光得热的X坐标
CoA_Chongqin_2015	LIGHT_GAINS	Y	14	图中灯光得热的Y坐标
CoA_Chongqin_2015	LIGHT_GAINS	Z	15	图中灯光得热的Z坐标
CoA_Chongqin_2015	LOOP_POINT	LOOP_ID	1	标志
CoA_Chongqin_2015	LOOP_POINT	POINT_NO	2	点顺序号(第一点和第二点是这个几何形状geometry的底线(图中平面图中所示线)的起点和终点)
CoA_Chongqin_2015	LOOP_POINT	POINT	3	点的ID
CoA_Chongqin_2015	LOOP_POINT	OF_GEOMETRY	4	所属的geometry的ID
CoA_Chongqin_2015	MAIN_ENCLOSURE	ID	1	ID
CoA_Chongqin_2015	MAIN_ENCLOSURE	NAME	2	名称
CoA_Chongqin_2015	MAIN_ENCLOSURE	SIDE1	3	第一平面，面向图上有向线段方向，左手边的平面（若是地板，则表示上平面）
CoA_Chongqin_2015	MAIN_ENCLOSURE	SIDE2	4	第二平面，面向图上有向线段方向，右手边的平面（若是地板，则表示下平面）
CoA_Chongqin_2015	MAIN_ENCLOSURE	MIDDLE_PLANE	5	中平面
CoA_Chongqin_2015	MAIN_ENCLOSURE	KIND	6	种类 1：外墙 2： 内墙 3：屋顶 4： 楼地 5：地板/天花板（如果既是地板又是天花板，算作地板），6：挑空楼板
CoA_Chongqin_2015	MAIN_ENCLOSURE	CONSTRUCTION	7	构件号ID,由种类的不同，对应系统库中六个表中的ID，为0则使用缺省值。
CoA_Chongqin_2015	MAIN_ENCLOSURE	USER_DEF_DLL	8	对应USER_DEF_DLL表中的用户自定义DLL的DLL_ID
CoA_Chongqin_2015	MAIN_ENCLOSURE	CAL_NUM_SHARES	9	计算时这个围护被分成的份数
CoA_Chongqin_2015	MAIN_ENCLOSURE	FOURIER_NUM	10	分割墙体份数的判据
CoA_Chongqin_2015	MAIN_ENCLOSURE	OF_STOREY	11	墙所在的楼层
CoA_Chongqin_2015	MAIN_ENCLOSURE	EXT_PROPERTY	12	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	OPTION	OPTION_ID	1	ID
CoA_Chongqin_2015	OPTION	KEYWORD	2	关键词
CoA_Chongqin_2015	OPTION	EXPLAIN	3	注释
CoA_Chongqin_2015	OPTION	TYPE	4	1: BOOL 型， 2： 整型， 3：实型， 4：字符串, 5:复合
CoA_Chongqin_2015	OPTION	OPTION_STRING	5	用sscanf 读这个串可以可到对应值
CoA_Chongqin_2015	OUTSIDE	OUTSIDE_ID	1	ID
CoA_Chongqin_2015	OUTSIDE	NAME	2	名称
CoA_Chongqin_2015	OUTSIDE	X	3	图中表示该Outside的房间标志（如果有的话）的X坐标
CoA_Chongqin_2015	OUTSIDE	Y	4	图中表示该Outside的房间标志（如果有的话）的Y坐标
CoA_Chongqin_2015	OUTSIDE	Z	5	图中表示该Outside的房间标志（如果有的话）的Z坐标
CoA_Chongqin_2015	OUTSIDE	EXT_PROPERTY	6	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	OUTSIDE_DATA	ID	1	编号
CoA_Chongqin_2015	OUTSIDE_DATA	HOUR	2	0~8759小时
CoA_Chongqin_2015	OUTSIDE_DATA	T	3	自定义外界温度℃
CoA_Chongqin_2015	OUTSIDE_DATA	D	4	自定义外界含湿量g/kg.dra
CoA_Chongqin_2015	PHASE_CHANGE_MAT	ROOM_ID	1	所属房间
CoA_Chongqin_2015	PHASE_CHANGE_MAT	ENCLOSURE	2	所属围护结构(可选，默认0是地板)
CoA_Chongqin_2015	PHASE_CHANGE_MAT	THICKNESS	3	厚度(mm)
CoA_Chongqin_2015	PHASE_CHANGE_MAT	AREA_RATIO	4	面积比例
CoA_Chongqin_2015	PHASE_CHANGE_MAT	LIB_PHASE_CHANGE_MAT_ID	5	物性参数库编号
CoA_Chongqin_2015	PHASE_CHANGE_MAT	EXT_PROPERTY	6	扩展属性(扩展属性编号,对应EXT_PROPERTY表)
CoA_Chongqin_2015	PLANE	PLANE_ID	1	ID
CoA_Chongqin_2015	PLANE	NAME	2	名称
